0,1
en: Why don't we have enough food for everyone? I thought you went shopping this afternoon.,ny: Kodi ndichifukwa chani tilibe chakudya chokwanira aliyese? Ndi mayesa munapita kogula zinthu masana.
en: Amnesty International often organizes public protests in support of political prisoners.,ny: Bungwe lowona za ufulu wa anthu pa dziko lose nthawi zambiri limapanga chilinganizo cha zionetsero pothandizira akaidi a ndale
"en: Before we get started, I'd just like to say a few words about how important this job is.","ny: Tisanayambe, Ndili ndi mau ochepa chabe okhudza zakufunikira kwa ntchitoyi."
"en: Eat a live frog every morning, and nothing worse will happen to you the rest of the day.",ny: Uzidya chule wa moyo mmwawa uliwose ndipo tsiku lanu silidzaonongeka/ choipa sichidzakuchitikilani
en: I appreciate it when a native speaker tries to help me sound more like a native speaker.,ny: Ndimayamika pamene mbadwa yachiyankhulo ikuyesetsa kundithandiza kuyankhula chiyankhulo momveka ngati mbadwa yachiyankhulocho
en: I had to change clothes because what I was wearing wasn't appropriate for the situation.,ny: Ndidasintha zovala chifukwa zomwe ndidavala sizimagwirizana ndizochitika panthawiyo.
"en: I used to think that only bears hibernate, but the teacher said that turtles do as well.","ny: Ndinkaganiza ngati ndi ma beya okha omwe amagona nthawi yayitali/ amanamizira kufa , koma aphunzitsa anatiso Nkhase nazo zimapanga chimodzimodzi"
"en: If I can get a book from the library, it saves me from having to buy it in the bookshop.","ny: Ngati ndingapeze buku mu liyibulale, zitha kundipulumutsa kugula buku ku bukushopu"
"en: In retrospect, Tom realized he shouldn't have been dating both sisters at the same time.","ny: Atalingalira mwakuya, Tom anazindikira kuti samayenera kupanga ubwezi ndi achemwali awiri nthawi pa nthawi imodzi"
en: It was boredom that Aldous Huxley considered one of the most dangerous human conditions.,ny: Zinali zokwana kuti Aldous Huxley analingalira chimodzi mwa zinthu zoopsa pa chikhalidwe cha anthu.
"en: Originally, Abraham Lincoln wanted all slaves to be deported to Africa or the Caribbean.","ny: Poyamba, Abulahamu Linkoni ankafuna kuti akapolo onse abwezedwe ku Afilika kapena ku Karibiyani."
"en: Sometimes, it's hard to tell when Tom is being serious and when he's just joking around.","ny: Nthawi Zina, ndizovta kudziwa ngati Thomu akupanga za zenizeni kapena zocheza"
en: The Japanese pay more attention to the group or the organization than to the individual.,ny: Anthu aku Japani amaonetsa chidwi kwambiri pa gulu la anthu kapena bungwe kusiyana ndi munthu mmodzi
en: The first thing we should do is write and thank your brother-in-law for his hospitality.,ny: Choyamba chomwe tikuyenera kuchita ndikulembera ndikuthokoza alamu ako potilandila bwino
en: The point of true mutual understanding has not yet been reached between Japan and China.,ny: Chimake chenicheni chovetsetsana pakati pa Japani ndi Tchiyina sichinafikepo
en: The understanding of the present is impossible without a good understanding of the past.,ny: Kuvetsetsa za nthawi ino nkosatheka ngati sitivetsa bwino za m’buyo
en: Tom leaned out the window of his car and pressed the button on the intercom at the gate.,ny: Thomu anatsitsa zenera la galimoto yake ndipo anadina batani la intakomo pa gate
en: Tom loves coming here since he thinks this place serves the only fast food worth eating.,ny: Thomu Amakonda kubwera kuno chifukwa akuganiza kuti ndimalo okhawo omwe amagulitsa zakudya zabwino
"en: Tom wanted to give you a surprise party, but I knew you'd hate it, so I told him not to.",ny: Thomu amafuna akudzidzimutse ndi phwando koma ndinadziwa kuti udana nazo ndiye ndinamuletsa.
en: Tom was drinking at a bar with Mary at the time the police think that John was murdered.,ny: Thomu amamwa ku bala ndi Mele pa nthawi imene apolisi amaganiza kuti Joni anaphedwa
en: What surprised me most about that accident is how fast the lawyers arrived on the scene.,ny: Chomwe chinandidabwitsa kwambiri chokhudza ngoziyo ndimomwe oyimirira milandu anafikira mwachangu pamalo angoziwo
"en: When darkness falls, the baboons return to the trees to sleep, safe from night prowlers.","ny: Mdima ukagwa, anyani amabwerera mmitengo kokagona, motetezeka kuzinthu zoyendayenda"
"en: When you get married and have kids, you'll realize that actions speak louder than words.","ny: Ukakwatira ndikukhala ndi ana, ndipomwe umazindikira kuti zochitika zimayankhula mokweza kuposa mau"
"en: Whenever you find yourself on the side of the majority, it is time to pause and reflect.","ny: Nthawi zonse pamene ukupezeka kumbali yagulu, ndi nthawi imene ukuyenera kuyima kaye ndikuunikira/kuganizira/kulingalira"
en: Almost everyone in the class voted in favor of having a thank-you party for the teachers.,ny: Pafupifupi aliyese mu kalasi anasankha ganizo lakuti pakhale mphwando lothokoza aphunzitsa
"en: As the iron was heating up, Mary poured distilled water into the reservoir to make steam.","ny: Pamene chitsulocho chima tentha, Mele anathila madzi otchezedwa mu chosungilamo kuti apange thunzi"
"en: Because of the problem of air pollution, the bicycle may some day replace the automobile.","ny: Chifukwa chakuonongeka kwampweya, tsiku lina njinga itha kudzabwezeretsa galimoto"
en: Do you know the reason why two-thirds of the students did not attend the student meeting?,ny: Kodi mukudziwa chifukwa chimene theka la ophunzira sanabwerele ku mkumano waophunzira?
en: English is quite often the language of choice when speaking to an international audience.,ny: Chizungu nthawi zambiri ndi chiyankhulo cha chisankho ukamayankhula makamaka kwa anthu akunja/ a mayiko ena
"en: I had an appointment at 2:30, but I got caught in traffic and couldn't get there in time.","ny: Ndinali ndinkumano nthawi ya 2:30, koma kuchulukakwa galimoto munsewu, sinnakwanitse kufika kumeneko nthawi yabwino"
"en: If I can get a book from the library, it saves me from needing to buy it in the bookshop.","ny: Ngati ndingapeze buku mu liyibulale, zitha kundipulumutsa kugula buku ku bukushopu"
en: It is illegal in the United States for law enforcement to use torture to get information.,ny: Ndizoletsedwa ku Yunayitedi Stetsi kuti anthu azamalamulo azigwilitsa ntchito nkhanza/kuzunza kuti apeze uthenga
"en: Louis Braille, who was blind from the age of three, invented a way for the blind to read.","ny: Luwisi Bulelo,yemwe anasiya kuona ali ndi zaka zitatu, anapeza njira yowerengera ya anthu osawona."
"en: Mary's not the first woman to fall in love with a married man, and she won't be the last.","ny: Mele sinzimayi oyamba kugwa m’chikondi ndi munthu okwatira, ndipo sakhalaso omaliza"
en: Police immediately sealed off the streets around the hotel as they searched for the bomb.,ny: Apolice anatseka mwachangu misewu yose yozungulira hotela pomwe amasaka bomba
en: The black and white bears living in the mountains in China and Tibet are called 'pandas'.,ny: Ma beya akuda ndi oyera omwe amakhala mu mapiri a Tchayina ndi Tibeti amatchedwa ma ‘Panda’
en: The police found Tom lying on the floor with a bullet hole in the middle of his forehead.,ny: Apolice adamupeza Thomu atagona pansi ali ndi bowo la bomba pakati pa chipumi pake
en: The politician said he was deeply indebted to everyone for their support in the election.,ny: Wandaleyo anati ndiwothokoza kwambiri pachithandizo chomwe aliyese anapereka pa chisankho
"en: They say that in America anyone can become president, but perhaps that's not really true.","ny: Amanena kuti ku Ameleka aliyese atha kukhala mtsogoleri wadziko, koma mwina izi sizowona kwenikweni"
en: Tom and Mary gave exactly the same answers on the test which made the teacher suspicious.,ny: Thomu ndi Mele anapeleka mayankho ofanana pa mayeso zomwe zinachititsa aphuzitsi kukhala ndi chikayiko
"en: Tom and Mary were speaking in French, but switched to English when John entered the room.","ny: Thomu ndi Mele amayankhula chi fulansa, koma anasitha kupita ku chizungu Joni atalowa mu chipindamo"
"en: Tom ate at a new restaurant the other day, but he doesn't remember the restaurant's name.","ny: Thomu anadya malo odyera achilendo tsikul lina, koma sakukumbuka dzina la malowo"
"en: Tom has always maintained that he is innocent, and claims to this day that he was framed.","ny: Thomu anakakamilabe kunena kuti iye ndiwosalakwa, ndipo ananena kuti iye anachita kunamizilidwa."
en: Tom killed Mary because he found out she had started the fire that had killed his family.,ny: Thomu anapha Mele chifukwa anazindikila kuti ndiyemwe anayatsa moto womwe unapha banja lake.
"en: Tom told Mary that he was going to kill himself, but he didn't have the courage to do it.","ny: Thomu anamuza Mele kuti adzipha yekha, koma analibe kulimba ntima kochitira zimenezi"
"en: Tom, Mary, John and Alice are friends. They've known each other since they were children.","ny: Thomu, Mele, Joni ndi Alisi ndipachinzake .Iwo anadziwana ali ana"
"en: When I got my driver's license renewed, I had to decide if I wanted to be an organ donor.","ny: Nditapangitsaso chiphaso choyendetsera galimoto, ndidayenera kupanga chisankho ngati ndimafuna kukhala opereka ziwalo"
"en: When someone speaks with such rhetorical flourish, it starts to sound like they're lying.","ny: Pamene winawake wayamba kuyankhula mozungulira/mopanda chindunji, zimaveka ngati akunama"
"en: According to this magazine, the economic situation in Japan is getting worse year by year.","ny: Kutengela mu magazini iyi, chuma cha Japani chikusokonerasokonekerela chaka ndi chaka"
"en: Although most islands in the ocean have been mapped, the ocean floor is generally unknown.","ny: Ngakhale zilumba zambiri za pa Nyanja yayikulu ndizochitidwa mapu, Pansi pa Nyanja yayikulu ndiposadziwika"
"en: Among the wind instruments, the aboriginal didgeridoo made of eucalyptus was his favorite.","ny: Pazipangizo za mphepo, abolijino dijerido yopangidwa kuchokera ku yukalipitasi inali yokondedwa kwa iye"
"en: Due to unforeseen circumstances, our trip to the mountains this weekend will be cancelled.","ny: Chifukwa chazifukwa zina zoposera malingaliro athu, ulendo wathu wopita ku Phiri walephereka"
"en: Even though Tom was brought up in the country, he loves the hustle and bustle of the city.","ny: Ngakhale Thomu adakulira ku mudzi, iye amakonda udobadoba wamu nzinda"
"en: Happiness depends, not so much on circumstances, as on one's way of looking at one's life.","ny: Chisangalalo chimatengera, osati kwambiri muzochitika zapa nthawi imeneyo,koma momwe munthu amawuonera moyo"
"en: History is like a waltz, eternally following the three steps of war, peace and revolution.","ny: Mbiri ili ngati watsi, imatsatira ndandanda utatu wankhondo, ntendere ndi kuchitikaso"
en: I began driving our tractor when I was 12 years old to help my father out at harvest time.,ny: Ndinayamba kuyendetsa thilakitale ya kwathu ndili ndi zaka 12 ndi cholinga chothandiza bambo anga nthawi yokolola.
"en: I don't know what went on last night, but they're not speaking to each other this morning.","ny: Sindikudziwa kuti chinachitika ndi chani usiku wathawu, koma sakuyankhulanaso mmawa uno."
en: I don't think it's always right for local governments to submit to the central government.,ny: Nduganiza kuti sizoyenera kuti ma boma ango'noang'ono azitumikira ku boma
en: I'm a non-native speaker of English and realize there is a lot that I still need to learn.,ny: Siine mbadwa ya chiyankhulo chachizungu ndipo zindikirani kuti pali zambiri zomwe ndiyenera kuphunzira
en: I've heard that you don't eat green leafy vegetables. You say that it is food for animals.,ny: Ndava kuti sumadya masamba obiriwira. Ukunena kuti ndizakudya za nyama
en: One out of 455 women doesn't realize she's pregnant until the twentieth week of pregnancy.,ny: Mmodzi mwa azimayi zikwi zinayi makumi asanu ndi asanu samadziwa kuti ndioyembekezera mpaka mu sabata ya makumi awiri a mimba
en: Some of Martin Luther King's supporters began to question his belief in peaceful protests.,ny: Ena mwa ma sapota a Matini Lutha king’I anayamba kumufusa za chikhulupiriro cha mu zionetsero za ntendere
en: The names of the students who failed in the examination were posted on the bulletin board.,ny: Mayina awophunzira omwe adalakwa mayeso anamatidwa pa bolodi ya nkhani
