sentence,category,chich_gloria,chich_shadreck
One of the greatest secrets of happiness is moderating your wishes and loving what you already have.,Online,Chinsisi chachikulu cha chisangalaro ndikuchepetsa zofuna zako ndikukonda zomwe uli nazo kale,Chimodzi mwa zinsinsi zokhalira wosangalala ndikukwaniritsa zokhumba zako komanso kukonda zomwe umakonda kuchita.
"That knife wasn't sharp and I couldn't cut the meat with it, so I resorted to using my pocket knife.",Online,Mpeniwo sunali wakuthwa ndipo sinnakwanitse kudulira nyama. Ndiye nnaganiza zogwiritsa ntchito mpeni wanga oyenda nawo,"Mpeniwo ndi osatwa/obutha moti sindikanadula nyama kugwiritsa ntchito, kotero ndinaganiza zogwiritsa ntchito mpeni wanga wa munthumba/ oyenda nawo."
There have been a lot of complaints from consumers that our products don't last as long as we claim.,Online,Pakhala madandaulo ambiri kuchokera kwa ogula athu kuti katundu wathu sakukhala olimba ngati momwe timanenera,Pakhala kudandaula kwakukulu kuchokera kwa ma kasitomala athu kuti katundu wanthu sakhalitsa ngati mmene timanenera aini akefe.
Tom was unsure what Mary would be like and he wondered whether she would get along with his friends.,Online,Thomu sanali otsimikizika ntima kuti Mele akhala otani ndipo anaganizira ngati angatolelane ndi a anzake,Tom anali osatsimikizira ndi mmene Mary angakhalire ndipo anadabwa ngati angakwanitse kukhala ndi azinzake.
"Before I get out of bed, I spend a little time thinking about what I'll be doing the rest of the day.",Online,"Ndisanadzuke pa bedi, ndimakhala ndi nthawi yolingalira zomwe ndizichita tsiku lose","Ndisanachoke pa kama panga, ndimakhala ndi nthawi kuganizira zomwe ndakhala ndikuchita mu tsiku"
"I looked in my closet for something to wear, but couldn't find anything appropriate for the occasion.",Online,"Ndinayanga’na malo anga osungila zovala kuti ndipeze chovala choti ndivale, koma sinnachipeze chogwirizana ndi zochitika","Ndinayang'ana mosungilamo zovala zanga kuti ndivale, komabe sindinapeze zovala zogwirizana ndi mwambowo."
"I watched the film named ""Texas Chainsaw Massacre"" with my girlfriend yesterday. She was very afraid.",Online,Nawonera filimu yotchedwa “Tekisasi Tchainiso Masaka” ndi chikho/chibwenzi changa dzulo. Iye anali ndi mantha kwambiri,"Ndinaonera kanema wa ""Texas Chainsaw Massacre"" ndi chibwenzi changa dzulo. iye anali wamantha zedi."
"In order to get some information about Japanese economic problems, you'll find this book very useful.",Online,"Kuti mupeze uthenga wokhudza mavuto a zachuma aku Japani, utha kupeza bukuli lothandiza","Kuti upeze uthenga okhudzana ndi mavuto a zachuma cha Japanesse, Uzipeza kuti buku ili ndi lofunikira kwambiri."
The pledge to stop smoking cigarettes ranks among the top ten New Year's resolutions year after year.,Online,Kudzipeleka kusiya kusuta fodya ikumakhala zithu khumi zoyambirira pa chisankho chomwe anthu akumanga chofuna kusitha chaka ndi chaka,Kudzipereka kusiya kusuta fodya chimakhala chimodzi pa zithu nkhumi mu kuyamba kwa chaka china chilichonse.
Tom did everything within his power to keep Mary from being elected president of the student council.,Online,Thomu anachita chilichose chothekera kuti Mele asankhidwe kukhala mtsogoleri wa khanso ya ophunzira,Tom anapanga china chilichonse kugwiritsa ntchito mphamvu zomwe ali nazo kuti Mary asankhidwe kukhala president woyang'anira ophunzira.
Tom wondered why many people in America think that baseball is more interesting to watch than soccer.,Online,Thom amadzifunsa kuti ndi chifukwa chani anthu ku ameleka amaganiza kuti besibo mdi osangalatsa kwambiri kuposa kuonera mpira wa miyendo,Tom anadabwa kuti ndi chifukwa chiyani anthu ambiri ku America amaganiza kuti ndi chithu chosangalatsa kuwonera masewo a baseball kwambiri kusiyana ndi kuwonera mpira wa miyendo.
"If you're tired, why don't you go to sleep? ""Because if I go to sleep now I will wake up too early.""",Online,"Ngati watopa, osakagona bwanji? ""chifukwa ndikakagona panopa ndidzuka molawirira""","Ngati watopa, osakagona bwanji? ""chifukwa ndikakagona panopa ndidzuka molawirira"""
"A young boy, who couldn't have been more than five years old, asked Tom how to get to the post office.",Online,"Kamyamata kakango’no, komwe kanali kosapitilira mwina zaka zisanu, kanafunsa Thomu komwe kunali/ angapeze positi ofesi","Nyamata wang'ono osakwananso mwina zaka zosacheperazisanu, anamufunsa Tom momwe angayendere kukafika ku post office."
I was just wondering if I could borrow three hundred dollars from you. I can pay you back next Monday.,Online,Ndimaganiza ngati ungandibwerekeko ma dola okwana zikwi zitatu.Nditha kukubwezera lolemba likubwerali,Ndimapenekera ngati ndigabwereke 3 handirede dolazi kwa inu. Ndikhoza kubweza Lolemba linalo
"My father, grandfather, great-grandfather and great-great-grandfather all had the same name as I have.",Online,"Bambo anga, agogo anga, agogo a gogo awo ndi agogo agogo awo agogo awo ose anali ndi dzina lofanana ndilanga","Bambo anga, Agogo anga amuna, Agogo a agogo anga amuna komanso iwowo agogo awo anali ndi dzina lomweli lomwe ndikugwiritsa ntchito."
"Some people consider it a waste of time to study languages such as Klingon, Interlingua and Esperanto.",Online,"Anthu ena amaona kuti ndikutaya nthawi kuphunzira ziyankhula monga Kilingoni, Intalanguwa ndi Esiperanto","Anthu ena amaona ngati ndi kutaya nthawi chabe kumphunzira ziyankhulo ngati Klingon, Interlingua and Esperanto."
The Super Nintendo's graphics are amazing. They're so much better than those of the original Nintendo.,Online,Zinthunzi za Supa Nitendo ndi zabwino kwambiri.Ndi abwino kuposaso za Nintendo weniweni,Super Nintendo graphics ndi zodabwitsa. ndizabwino kwambiri kusiyana ndi za Nintendo.
The iPad would be a perfect solution for me if it could properly display web pages with Flash content.,Online,Ayipadiyo inakakhala yankho lolaza kwa ine inakakhala kuti ikumaonetsa bwinobwino masamba a intaneti ndi zowonetsa za phanipani,iPad inakakhala yagwiro kumayankho anga inakazi iziwonetsa bwino lomwe ma web komanso zomwe zili mu fulashi.
Tom was determined not to make the same mistakes with his children that his parents had made with him.,Online,Thomu anayikilapo kuti asabwerezeso zolakwika pa ana ake zomwe makolok ake anchita ndi iyeyo,Tom anatsimikiza mtima kuti sazapanga kulakwika ndi ana ake komwe makolo ake anapanga ndi iye.
"When you watch television or listen to the radio, the music which you hear is often African in origin.",Online,"Ukamaonera kanema kapena kumvera wailesi, nyimbo zomwe umamva ndi zenizeni za ku africa.","Ukamaonera kanema kapena kumvera wailesi, nyimbo zomwe umamva ndi zenizeni za ku africa."
You should make sure that you get there on time. Tom won't wait more than ten minutes if you are late.,Online,Uyesetsa kuti ukafike kumeneko mu nthawi yake. Thomu sanangakadikire modutsa phindi khumi ngati utachedwa,Uonetsetse kuti ukafike nthawi yake. Tom sakadikira kopitilila mphindi nkhumi ukachedwa.
"If you're not happy with your purchase, you can return it at any time. ""Could I get that in writing?""",Online,"Ngati simuli osangalatsidwa ndi zomwe mwagula , mutha kubweza nthawi ina iliyose. “ mungandilembereko zimezo?’’","Ngati suli osagalatsidwa ndi zomwe mwagula, mukhoza kubweza nthawi ina iliyonse. ""Mugazilembe pa pepala?"""
"Disconnect the power cable from the modem, wait for approximately one minute, then reconnect the cable.",Online,"Chotsani nthambo ya magetsi polumikizilapo, mudikile phindi imodzi mongoyelekeza, kenako mulumikizaso nthamboyo","Chotsani ku mphamvu chingwe ku Mode,. mudikire pafupifupi mphindi imodzi, kenako lumikizani chigwe."
"I look for all the world like an athlete in this outfit, but the truth is I don't do any sports at all.",Online,"Ndimaoneka ngati othamanga padziko lonse lapansi ndikavala zothamangirazi, koma choonadi ndi chakuti sindipanga masewero ena alionse olimbitsa thupi.","Ndimaoneka ngati othamanga padziko lonse lapansi ndikavala zothamangirazi, koma choonadi ndi chakuti sindipanga masewero ena alionse olimbitsa thupi."
The attitude of the court toward young criminals is different from its attitude toward adult criminals.,Online,Momwe bwalo la milandu limaonera opalamula achichepele ndizosiyana ndi momwe limaonera opalamula chikulire,Kapenekedwe ka ma bwalo a milandu kwa achisodzera opalamula kumakhala kosiyana ndi kwa akuluakulu opalamula milandu.
There were three hundred cardboard boxes filled with old clothes ready to be sent to the disaster area.,Online,Panali ma bokosi zikwi zitatu odzadza ndi zovala zakale omwe amatumizidwa ku dera lomwe kunagwa Ngozi ya dzidzidzi,Panali makatoni okwana 3 handilede odzadza ndi zovala zakale zokozekeredwa kuti zitumizidwe kumalo omwe kunali ngozi ya dzidzidzi
Tom felt the stiffness in his joints as he stood up after sitting in the same position for a long time.,Online,Thomu anava kulimba polumikizila mafupa pomwe amayimilira atakhalitsa malo amodzi kwa nthawi yayitali,Tom anaverera dzadzi mu sagwada zake pomwe amayimilila atakhala pansi osasitha makhalidwe kwa nthawi yaitali.
Tom prefers to take a shower in the morning while Mary prefers to take a bath just before going to bed.,Online,Thomu amakonda kusamba mmawa pamene Mele amakonda kusamba asanapite kugona,Tom amakonda kusamba m'mamawa pomwe Mary amafuna kusamba pamene akupita kogona.
"Tom sprang out of bed, threw on some clothes, ate breakfast and was out of the door within ten minutes.",Online,"Thomu anadupha mwachangu kuchoka pa kama, n’kuvala zovala, kudya mfwisulo ndipo anatuluka pakhomo pasanathe phindi khumi","Tom anadzumbutuka pakama pake, kuvala zovala, kudya kadzutsa ndipo anatuluka nyumbamo pasanathe phindi nkhumi"
"If you'd told me about it earlier, I could've been free. However, tomorrow I have plans to go back home.",Online,"Ukanandiuza poyamba pomwe, nkanapeza mpata. Komabe, mawa ndili ndi malingaliro obwelera kunyumba","Munakandiuza koyambilira komwe, ndinakapeza danga. Komabe, mawa ndili ndi dongosolo lobwerera kunyumba."
It takes more time to prepare the car for getting painted than it takes for the actual paint job itself.,Online,Zimatenga nthawi yaitali kuti mupaka kachikena utoto pagalimoto kusiyana ndi kupaka koyambilira.,Zimatenga nthawi yaitali kuti mupaka kachikena utoto pagalimoto kusiyana ndi kupaka koyambilira.
"On school nights, Tom goes to bed at nine o'clock, but on Fridays and Saturdays, he stays up much later.",Online,"Ma usiku a ku sukulu, Tom amagona 9 koloko usiku, koma Lachisanu ndi Loweruka, amagonereza.","Ma usiku a ku sukulu, Tom amagona 9 koloko usiku, koma Lachisanu ndi Loweruka, amagonereza."
"Some people think that it is difficult for a native speaker of English to learn Chinese, but I disagree.",Online,"Athu ena amaganiza kuti ndi kovuta kwa muthu yemwe amatha chingerezi chokha kumphunzira chi chainizi, koma ine ndikutsutsana nazo izi.","Athu ena amaganiza kuti ndi kovuta kwa muthu yemwe amatha chingerezi chokha kumphunzira chi chainizi, koma ine ndikutsutsana nazo izi."
The world's greatest singers and most of its famous musicians have been fat or at least decidedly plump.,Online,Woyimba wodziwika bwino padziko lonse lapansi ndi wontchuka akhala onenepa kapena ochulukidwa ndi chithupi.,Woyimba wodziwika bwino padziko lonse lapansi ndi wontchuka akhala onenepa kapena ochulukidwa ndi chithupi.
Tom and Mary don't have much time to talk together. Their children are always demanding their attention.,Online,Tom ndi Mary alibe nthawi yokwanira kuti ayankhulane. Ana awo nthawi zonse amafuna kuti aziwalabadira.,Tom ndi Mary alibe nthawi yokwanira kuti ayankhulane. Ana awo nthawi zonse amafuna kuti aziwalabadira.
"Tom thinks he knows how much money Mary makes, but Mary makes quite a bit more than Tom thinks she does.",Online,"Tom amaganiza kuti amadziwa kuchuluka kwa ndalama zomwe Mary amapanga, koma Mary amapanga ndalama zochulukirapo kusiyana ndi mmene iye amaganizira.","Tom amaganiza kuti amadziwa kuchuluka kwa ndalama zomwe Mary amapanga, koma Mary amapanga ndalama zochulukirapo kusiyana ndi mmene iye amaganizira."
"During hard times, people might not go on a trip, but they might be willing to pay extra for good coffee.",Online,"Mu nthawi zowawitsa, anthu akhoza kusafuna kuyenda ulendo, koma akhoza kukhala ofuna kupereka ndalama yowonjezera kuti apeze coffee wabwino.","Mu nthawi zowawitsa, anthu akhoza kusafuna kuyenda ulendo, koma akhoza kukhala ofuna kupereka ndalama yowonjezera kuti apeze coffee wabwino."
"If you watch the sun setting on a warm, damp day, you can see the moisture changing the shape of the sun.",Online,"Utati uonetsetse kulowa kwa dzuwa mu nyengo yotentha, ukhoza kuona ngati mtambo wa chinyezi ukusitha maonekedwe a dzuwalo.","Utati uonetsetse kulowa kwa dzuwa mu nyengo yotentha, ukhoza kuona ngati mtambo wa chinyezi ukusitha maonekedwe a dzuwalo."
"Some superstitious people in America believe that if a black cat crosses your path, you'll have bad luck.",Online,"Anthu ena azamatsenga ku America amakhulupilira kuti ngati uona mphaka wokuda akuwoloka nsewu onwe ukuyendamo, ukhala ndi tsiku la tsoka.","Anthu ena azamatsenga ku America amakhulupilira kuti ngati uona mphaka wokuda akuwoloka nsewu onwe ukuyendamo, ukhala ndi tsiku la tsoka."
"The trouble with the world isn't that people know too little, but they know so many things that ain't so.",Online,"Vuto ndi dzikoli ndi lakuti anthu sadziwa zochepa, koma amadziwa zambiri zomwe sizali mmene amaganizira.","Vuto ndi dzikoli ndi lakuti anthu sadziwa zochepa, koma amadziwa zambiri zomwe sizali mmene amaganizira."
The worst-case scenario is that Tom will lose his job and won't be able to keep up his mortgage payments.,Online,Choipa ndi chakuti Tom achotsedwa ntchito ndipo santha kulipilanso ngongole yake.,Choipa ndi chakuti Tom achotsedwa ntchito ndipo santha kulipilanso ngongole yake.
Thomas A. Edison so loves his work that he sleeps an average of less than four hours of each twenty-four.,Online,Thomas A. Edison amakonda kwambiri ntchito yake moti amagona ma ola osaposera anayi pa maola nkhumi ndi anayi.,Thomas A. Edison amakonda kwambiri ntchito yake moti amagona ma ola osaposera anayi pa maola nkhumi ndi anayi.
We were unsure what kind of person Tom would be and whether he would like living in the same house as us.,Online,Tinali osatsimikizika kuti Tom ndi munthu wotani kuti antha kukhala nyumba ngati mmene ife tikukhalira,Tinali osatsimikizika kuti Tom ndi munthu wotani kuti antha kukhala nyumba ngati mmene ife tikukhalira
"What's important isn't which university you've graduated from, but what you learned while you were there.",Online,"Chofunika si university yomwe wachitilako mamphunziro ako, koma zomwe wamphunzira uli kumeneko.","Chofunika si university yomwe wachitilako mamphunziro ako, koma zomwe wamphunzira uli kumeneko."
"If your spouse is a politician, then likely your name will also appear in the newspaper from time to time.",Online,"Ngati bwenzi lako lili la ndale, ndi chadziwikire kuti dzina lako lizipezeka mu newspaper kawiri-kawiri.","Ngati bwenzi lako lili la ndale, ndi chadziwikire kuti dzina lako lizipezeka mu newspaper kawiri-kawiri."
"Last year, I spent so much time by myself that I almost forgot how to communicate effectively with others.",Online,"Chaka chatha, ndinakhala pandekha moti ndinaiwala kulumikizana ndi anthu ena moyenerera.","Chaka chatha, ndinakhala pandekha moti ndinaiwala kulumikizana ndi anthu ena moyenerera."
